class,particle_id,progress,theta_rad,lateral_m,x_m,y_m,outlet
live,0,0.6923076923076923,5.2458308017987365,-4.904840965600092e-06,0.0005627690894453947,-0.0009531036419301717,outer
live,0,0.6961538461538461,5.274974306253174,-4.803103506998247e-06,0.0005905088046579579,-0.0009366236762011149,outer
live,0,0.7,5.304117810707612,-4.679187064105841e-06,0.0006177537704536491,-0.00091931766306869,outer
live,0,0.7038461538461539,5.33326131516205,-4.588140867028834e-06,0.000644510215562016,-0.0009012460747624822,outer
live,0,0.7076923076923077,5.362404819616487,-4.430838998961258e-06,0.0006706986245085621,-0.0008823423017023497,outer
live,0,0.7115384615384616,5.391548324070925,-4.327181525749733e-06,0.0006963656084536363,-0.0008627197390789213,outer
live,0,0.7153846153846154,5.420691828525363,-4.177338639982281e-06,0.0007214289077294746,-0.0008423149201174213,outer
live,0,0.7192307692307692,5.4498353329798,-4.040397224802288e-06,0.0007459027933843493,-0.0008211916024052371,outer
live,0,0.7230769230769231,5.478978837434238,-3.93732262068717e-06,0.0007697812576202126,-0.0007993818693864446,outer
live,0,0.7269230769230769,5.508122341888676,-3.796590927586252e-06,0.0007929954319147579,-0.0007768509692242297,outer
live,0,0.7307692307692307,5.5372658463431135,-3.7042685675047794e-06,0.0008155851412981379,-0.0007536792596633156,outer
live,0,0.7346153846153847,5.566409350797551,-3.551541494848666e-06,0.0008374527245630441,-0.0007298102287225893,outer
live,0,0.7384615384615385,5.595552855251989,-3.4411083870314495e-06,0.0008586539737055766,-0.0007053340197104251,outer
live,0,0.7423076923076923,5.624696359706427,-3.2915220625555875e-06,0.0008791091633634813,-0.0006802174232958576,outer
live,0,0.7461538461538462,5.653839864160864,-3.1939063819626633e-06,0.0008988711517808044,-0.0006545387992884183,outer
live,0,0.75,5.682983368615302,-3.041739428682424e-06,0.0009178384179577081,-0.0006282544939435493,outer
live,0,0.7538461538461538,5.71212687306974,-2.9034979446426096e-06,0.0009360486301809678,-0.0006014282345132356,outer
live,0,0.7576923076923077,5.741270377524177,-2.8111388561744316e-06,0.0009535136459813189,-0.0005740983684478768,outer
live,0,0.7615384615384615,5.770413881978615,-2.6641098736209177e-06,0.0009701333635635134,-0.0005462337445137807,outer
live,0,0.7653846153846153,5.799557386433053,-2.5674184857280826e-06,0.0009859829259218963,-0.0005179120505845889,outer
live,0,0.7692307692307693,5.82870089088749,-2.496119952783618e-06,0.0010010282060508313,-0.0004891419079233682,outer
live,0,0.7730769230769231,5.857844395341928,-2.3987119566474823e-06,0.0010152102414866188,-0.00045992351833723614,outer
live,0,0.7769230769230769,5.886987899796366,-2.352705409227608e-06,0.0010285864389938558,-0.0004303144477343169,outer
live,0,0.7807692307692308,5.9161314042508035,-2.2378128962497445e-06,0.0010410349931316697,-0.0004002906120462139,outer
live,0,0.7846153846153846,5.945274908705241,-2.1381861293434563e-06,0.0010526213877680298,-0.00036991191464129733,outer
live,0,0.7884615384615384,5.974418413159679,-2.0647234483239484e-06,0.001063345979153726,-0.0003392061531407113,outer
